_id,Variable,Value,Label,Question,__v
6908795475810a88df152384,T_D4_15_Q_46_S,1,Commercial Bank,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152385,T_D4_15_Q_46_S,2,Non-banking financial Institutions like Micro finance/FinTech,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152386,T_D4_15_Q_46_S,3,Credit union or cooperatives,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152387,T_D4_15_Q_46_S,4,Any other (Specify),D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152388,T_D4_16,1,Commercial Bank,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152389,T_D4_16,2,Non-banking financial Institutions like Micro finance/FinTech,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15238a,T_D4_16,3,Credit union or cooperatives,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15238b,T_D4_16,4,Any other (Specify),D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15238c,T_D4_16_Q_46_S,1,Commercial Bank,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15238d,T_D4_16_Q_46_S,2,Non-banking financial Institutions like Micro finance/FinTech,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15238e,T_D4_16_Q_46_S,3,Credit union or cooperatives,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15238f,T_D4_16_Q_46_S,4,Any other (Specify),D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152390,T_D4_18,1,Commercial Bank,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152391,T_D4_18,2,Non-banking financial Institutions like Micro finance/FinTech,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152392,T_D4_18,3,Credit union or cooperatives,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152393,T_D4_18,4,Any other (Specify),D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152394,T_D4_18_Q_46_S,1,Commercial Bank,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152395,T_D4_18_Q_46_S,2,Non-banking financial Institutions like Micro finance/FinTech,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152396,T_D4_18_Q_46_S,3,Credit union or cooperatives,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152397,T_D4_18_Q_46_S,4,Any other (Specify),D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152398,T_D4_19,1,Commercial Bank,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df152399,T_D4_19,2,Non-banking financial Institutions like Micro finance/FinTech,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15239a,T_D4_19,3,Credit union or cooperatives,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15239b,T_D4_19,4,Any other (Specify),D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15239c,T_D4_19_Q_46_S,1,Commercial Bank,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15239d,T_D4_19_Q_46_S,2,Non-banking financial Institutions like Micro finance/FinTech,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15239e,T_D4_19_Q_46_S,3,Credit union or cooperatives,D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df15239f,T_D4_19_Q_46_S,4,Any other (Specify),D4. From where did you approach to access the mentioned financial products and services?,0
6908795475810a88df1523a0,D5,1,Not at all Satisfied,"D5. Given your experience of accessing financial products and services, on a scale of 1 to 5 where 1 is not at all satisfied and 5 is very satisfied, how would you rate your access to financial products? ",0
6908795475810a88df1523a1,D5,2,Not so satisfied ,"D5. Given your experience of accessing financial products and services, on a scale of 1 to 5 where 1 is not at all satisfied and 5 is very satisfied, how would you rate your access to financial products? ",0
6908795475810a88df1523a2,D5,3,Moderately Satisfied,"D5. Given your experience of accessing financial products and services, on a scale of 1 to 5 where 1 is not at all satisfied and 5 is very satisfied, how would you rate your access to financial products? ",0
6908795475810a88df1523a3,D5,4,Satisfied,"D5. Given your experience of accessing financial products and services, on a scale of 1 to 5 where 1 is not at all satisfied and 5 is very satisfied, how would you rate your access to financial products? ",0
6908795475810a88df1523a4,D5,5,Very Satisfied,"D5. Given your experience of accessing financial products and services, on a scale of 1 to 5 where 1 is not at all satisfied and 5 is very satisfied, how would you rate your access to financial products? ",0
6908795475810a88df1523a5,D7,1,Not at all useful,"D7. On a scale of 1 to 5 where 1 Is not at all useful and 5 is very useful, how useful do you find the financial products to meet your needs?",0
6908795475810a88df1523a6,D7,2,Not so useful,"D7. On a scale of 1 to 5 where 1 Is not at all useful and 5 is very useful, how useful do you find the financial products to meet your needs?",0
6908795475810a88df1523a7,D7,3,Moderately useful,"D7. On a scale of 1 to 5 where 1 Is not at all useful and 5 is very useful, how useful do you find the financial products to meet your needs?",0
6908795475810a88df1523a8,D7,4,Useful,"D7. On a scale of 1 to 5 where 1 Is not at all useful and 5 is very useful, how useful do you find the financial products to meet your needs?",0
6908795475810a88df1523a9,D7,5,Very useful,"D7. On a scale of 1 to 5 where 1 Is not at all useful and 5 is very useful, how useful do you find the financial products to meet your needs?",0
6908795475810a88df1523aa,D8,1,Very difficult,"D8. On a scale of 1 to 5 where 1 is very difficult and 5 is very easy, how easy is it for you to apply or access financial products and services?",0
6908795475810a88df1523ab,D8,2,Not so easy,"D8. On a scale of 1 to 5 where 1 is very difficult and 5 is very easy, how easy is it for you to apply or access financial products and services?",0
6908795475810a88df1523ac,D8,3,Moderately Easy,"D8. On a scale of 1 to 5 where 1 is very difficult and 5 is very easy, how easy is it for you to apply or access financial products and services?",0
6908795475810a88df1523ad,D8,4,Easy,"D8. On a scale of 1 to 5 where 1 is very difficult and 5 is very easy, how easy is it for you to apply or access financial products and services?",0
6908795475810a88df1523ae,D8,5,Very Easy,"D8. On a scale of 1 to 5 where 1 is very difficult and 5 is very easy, how easy is it for you to apply or access financial products and services?",0
6908795475810a88df1523af,D9,1,Not at all supportive,"D9. On a scale of 1 to 5 where 1 is not at all supporting and 5 is very supportive, how would you describe the level of support provided by consumer services?",0
6908795475810a88df1523b0,D9,2,Not so supportive,"D9. On a scale of 1 to 5 where 1 is not at all supporting and 5 is very supportive, how would you describe the level of support provided by consumer services?",0
6908795475810a88df1523b1,D9,3,Moderately supportive,"D9. On a scale of 1 to 5 where 1 is not at all supporting and 5 is very supportive, how would you describe the level of support provided by consumer services?",0
6908795475810a88df1523b2,D9,4,Supportive,"D9. On a scale of 1 to 5 where 1 is not at all supporting and 5 is very supportive, how would you describe the level of support provided by consumer services?",0
6908795475810a88df1523b3,D9,5,Very Supportive,"D9. On a scale of 1 to 5 where 1 is not at all supporting and 5 is very supportive, how would you describe the level of support provided by consumer services?",0
6908795475810a88df1523b4,D10,1,Yes,"D10. In the past 2 years, has there been a need for any financial product or service that you could not access? ",0
6908795475810a88df1523b5,D10,2,No,"D10. In the past 2 years, has there been a need for any financial product or service that you could not access? ",0
6908795475810a88df1523b6,D13,1,Daily,D13. How frequently do you use digital platforms for financial transactions?,0
6908795475810a88df1523b7,D13,2,A few times a week,D13. How frequently do you use digital platforms for financial transactions?,0
6908795475810a88df1523b8,D13,3,Once a week,D13. How frequently do you use digital platforms for financial transactions?,0
6908795475810a88df1523b9,D13,4,Once a month,D13. How frequently do you use digital platforms for financial transactions?,0
6908795475810a88df1523ba,D13,5,Once in few months,D13. How frequently do you use digital platforms for financial transactions?,0
6908795475810a88df1523bb,D13,6,Rarely,D13. How frequently do you use digital platforms for financial transactions?,0
6908795475810a88df1523bc,D13,7,Never,D13. How frequently do you use digital platforms for financial transactions?,0
6908795475810a88df1523bd,D13,8,Can’t say,D13. How frequently do you use digital platforms for financial transactions?,0
6908795475810a88df1523be,D14,1,Yes,"D14. Have you encountered any barriers while using mobile banking or fintech apps (Revolut, PayPal, Square, Monzo, DBS, Niyo, Jupiter, FI moneyetc.)?",0
6908795475810a88df1523bf,D14,2,No,"D14. Have you encountered any barriers while using mobile banking or fintech apps (Revolut, PayPal, Square, Monzo, DBS, Niyo, Jupiter, FI moneyetc.)?",0
6908795475810a88df1523c0,D18a,1,Yes,"D18a. Has anyone (partner or family) ever tried to control your access to money or financial accounts (e.g., bank accounts, credit cards, investments) because of your LGBTI identity?",0
6908795475810a88df1523c1,D18a,2,No,"D18a. Has anyone (partner or family) ever tried to control your access to money or financial accounts (e.g., bank accounts, credit cards, investments) because of your LGBTI identity?",0
6908795475810a88df1523c2,D18a,3,Prefer not to say,"D18a. Has anyone (partner or family) ever tried to control your access to money or financial accounts (e.g., bank accounts, credit cards, investments) because of your LGBTI identity?",0
6908795475810a88df1523c3,D18aa,1,Family,D18aa. Who tried to control your access to money or financial accounts?,0
6908795475810a88df1523c4,D18aa,2,Friends,D18aa. Who tried to control your access to money or financial accounts?,0
6908795475810a88df1523c5,D18aa,3,Partner,D18aa. Who tried to control your access to money or financial accounts?,0
6908795475810a88df1523c6,D18aa,4,Financial Institutions ,D18aa. Who tried to control your access to money or financial accounts?,0
6908795475810a88df1523c7,D18aa,5,Any other Specify,D18aa. Who tried to control your access to money or financial accounts?,0
6908795475810a88df1523c8,Q_66_S,1,Family,D18aa. Who tried to control your access to money or financial accounts?,0
6908795475810a88df1523c9,Q_66_S,2,Friends,D18aa. Who tried to control your access to money or financial accounts?,0
6908795475810a88df1523ca,Q_66_S,3,Partner,D18aa. Who tried to control your access to money or financial accounts?,0
6908795475810a88df1523cb,Q_66_S,4,Financial Institutions ,D18aa. Who tried to control your access to money or financial accounts?,0
6908795475810a88df1523cc,Q_66_S,5,Any other Specify,D18aa. Who tried to control your access to money or financial accounts?,0
6908795475810a88df1523cd,D18b,1,Yes,"D18b. Has anyone ever pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make because of your LGBTI identity?",0
6908795475810a88df1523ce,D18b,2,No,"D18b. Has anyone ever pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make because of your LGBTI identity?",0
6908795475810a88df1523cf,D18b,3,Prefer not to say,"D18b. Has anyone ever pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make because of your LGBTI identity?",0
6908795475810a88df1523d0,D18bb,1,Family,"D18bb. Who pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make?",0
6908795475810a88df1523d1,D18bb,2,Friends,"D18bb. Who pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make?",0
6908795475810a88df1523d2,D18bb,3,Partner,"D18bb. Who pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make?",0
6908795475810a88df1523d3,D18bb,4,Financial Institutions ,"D18bb. Who pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make?",0
6908795475810a88df1523d4,D18bb,5,Any other Specify,"D18bb. Who pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make?",0
6908795475810a88df1523d5,Q_68_S,1,Family,"D18bb. Who pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make?",0
6908795475810a88df1523d6,Q_68_S,2,Friends,"D18bb. Who pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make?",0
6908795475810a88df1523d7,Q_68_S,3,Partner,"D18bb. Who pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make?",0
6908795475810a88df1523d8,Q_68_S,4,Financial Institutions ,"D18bb. Who pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make?",0
6908795475810a88df1523d9,Q_68_S,5,Any other Specify,"D18bb. Who pressured you or tricked you into giving them money, taking out loans in your name, or making purchases that you didn't want to make?",0
6908795475810a88df1523da,D18c,1,Yes,"D18c. Has this experience affected your ability to manage your finances, access credit, or save for your future?",0
6908795475810a88df1523db,D18c,2,No,"D18c. Has this experience affected your ability to manage your finances, access credit, or save for your future?",0
6908795475810a88df1523dc,D18c,3,Prefer not to say,"D18c. Has this experience affected your ability to manage your finances, access credit, or save for your future?",0
6908795475810a88df1523dd,D18d,1,Yes,D18d. Are you aware of any resources or support services available to people experiencing financial abuse or exploitation? ,0
6908795475810a88df1523de,D18d,2,No,D18d. Are you aware of any resources or support services available to people experiencing financial abuse or exploitation? ,0
6908795475810a88df1523df,D19,1,Not at all good,"D19. On a scale of 1 to 5 where 1 is not at all good and 5 is very good, how would you rate your interaction with frontline staff of bank/financial institutions? ",0
6908795475810a88df1523e0,D19,2,Not good,"D19. On a scale of 1 to 5 where 1 is not at all good and 5 is very good, how would you rate your interaction with frontline staff of bank/financial institutions? ",0
6908795475810a88df1523e1,D19,3,Average,"D19. On a scale of 1 to 5 where 1 is not at all good and 5 is very good, how would you rate your interaction with frontline staff of bank/financial institutions? ",0
6908795475810a88df1523e2,D19,4,Good,"D19. On a scale of 1 to 5 where 1 is not at all good and 5 is very good, how would you rate your interaction with frontline staff of bank/financial institutions? ",0
6908795475810a88df1523e3,D19,5,Very good,"D19. On a scale of 1 to 5 where 1 is not at all good and 5 is very good, how would you rate your interaction with frontline staff of bank/financial institutions? ",0
6908795475810a88df1523e4,D19,6,Can’t Say,"D19. On a scale of 1 to 5 where 1 is not at all good and 5 is very good, how would you rate your interaction with frontline staff of bank/financial institutions? ",0
6908795475810a88df1523e5,D20a1,1,Not at all knowledgeable,"D20a1. On a scale of 1 to 5 where 1 is not at all knowledge and 5 is very knowledgeable, how knowledgeable do you find the frontline staff of bank/financial institutions in addressing your queries or concerns related to products or documentation? ",0
6908795475810a88df1523e6,D20a1,2,Not so knowledgeable,"D20a1. On a scale of 1 to 5 where 1 is not at all knowledge and 5 is very knowledgeable, how knowledgeable do you find the frontline staff of bank/financial institutions in addressing your queries or concerns related to products or documentation? ",0
6908795475810a88df1523e7,D20a1,3,Moderately knowledgeable,"D20a1. On a scale of 1 to 5 where 1 is not at all knowledge and 5 is very knowledgeable, how knowledgeable do you find the frontline staff of bank/financial institutions in addressing your queries or concerns related to products or documentation? ",0
6908795475810a88df1523e8,D20a1,4,Knowledgeable,"D20a1. On a scale of 1 to 5 where 1 is not at all knowledge and 5 is very knowledgeable, how knowledgeable do you find the frontline staff of bank/financial institutions in addressing your queries or concerns related to products or documentation? ",0
6908795475810a88df1523e9,D20a1,5,Very knowledgeable,"D20a1. On a scale of 1 to 5 where 1 is not at all knowledge and 5 is very knowledgeable, how knowledgeable do you find the frontline staff of bank/financial institutions in addressing your queries or concerns related to products or documentation? ",0
6908795475810a88df1523ea,D20a1,6,Can’t Say,"D20a1. On a scale of 1 to 5 where 1 is not at all knowledge and 5 is very knowledgeable, how knowledgeable do you find the frontline staff of bank/financial institutions in addressing your queries or concerns related to products or documentation? ",0
6908795475810a88df1523eb,D20a2,1,Not at all helpful ,"D20a2. On a scale of 1 to 5 where 1 is not at all helpful and 5 is very helpful, how know helpful do you find the frontline staff of bank/financial institutions in helping you access products or documentation?",0
6908795475810a88df1523ec,D20a2,2,Not so helpful,"D20a2. On a scale of 1 to 5 where 1 is not at all helpful and 5 is very helpful, how know helpful do you find the frontline staff of bank/financial institutions in helping you access products or documentation?",0
6908795475810a88df1523ed,D20a2,3,Moderately helpful,"D20a2. On a scale of 1 to 5 where 1 is not at all helpful and 5 is very helpful, how know helpful do you find the frontline staff of bank/financial institutions in helping you access products or documentation?",0
6908795475810a88df1523ee,D20a2,4,Helpful,"D20a2. On a scale of 1 to 5 where 1 is not at all helpful and 5 is very helpful, how know helpful do you find the frontline staff of bank/financial institutions in helping you access products or documentation?",0
6908795475810a88df1523ef,D20a2,5,Very helpful,"D20a2. On a scale of 1 to 5 where 1 is not at all helpful and 5 is very helpful, how know helpful do you find the frontline staff of bank/financial institutions in helping you access products or documentation?",0
6908795475810a88df1523f0,D20a2,6,Can’t Say,"D20a2. On a scale of 1 to 5 where 1 is not at all helpful and 5 is very helpful, how know helpful do you find the frontline staff of bank/financial institutions in helping you access products or documentation?",0
6908795475810a88df1523f1,D20b,1,Not at all inclusive ,"D20b. On a scale of 1 to 5, where 1 is not at all inclusive and 5 is very inclusive, how would you find the ability of frontline staff of bank/financial institutions in demonstrating inclusivity towards your personal circumstances or needs?",0
6908795475810a88df1523f2,D20b,2,Not so inclusive,"D20b. On a scale of 1 to 5, where 1 is not at all inclusive and 5 is very inclusive, how would you find the ability of frontline staff of bank/financial institutions in demonstrating inclusivity towards your personal circumstances or needs?",0
6908795475810a88df1523f3,D20b,3,Moderately inclusive ,"D20b. On a scale of 1 to 5, where 1 is not at all inclusive and 5 is very inclusive, how would you find the ability of frontline staff of bank/financial institutions in demonstrating inclusivity towards your personal circumstances or needs?",0
6908795475810a88df1523f4,D20b,4,Inclusive,"D20b. On a scale of 1 to 5, where 1 is not at all inclusive and 5 is very inclusive, how would you find the ability of frontline staff of bank/financial institutions in demonstrating inclusivity towards your personal circumstances or needs?",0
6908795475810a88df1523f5,D20b,5,Very inclusive,"D20b. On a scale of 1 to 5, where 1 is not at all inclusive and 5 is very inclusive, how would you find the ability of frontline staff of bank/financial institutions in demonstrating inclusivity towards your personal circumstances or needs?",0
6908795475810a88df1523f6,D20b,6,Can’t Say,"D20b. On a scale of 1 to 5, where 1 is not at all inclusive and 5 is very inclusive, how would you find the ability of frontline staff of bank/financial institutions in demonstrating inclusivity towards your personal circumstances or needs?",0
6908795475810a88df1523f7,D21,1,Yes,D21. Does your employer have a non-discrimination or anti-harassment policy that explicitly includes sexual orientation and gender identity (LGBTQI)?,0
6908795475810a88df1523f8,D21,2,No,D21. Does your employer have a non-discrimination or anti-harassment policy that explicitly includes sexual orientation and gender identity (LGBTQI)?,0
6908795475810a88df1523f9,D21,3,Don’t Know,D21. Does your employer have a non-discrimination or anti-harassment policy that explicitly includes sexual orientation and gender identity (LGBTQI)?,0
6908795475810a88df1523fa,D22,1,Yes ,"D22. Are there benefits available to LGBTQI employees, such as healthcare coverage for same-sex partners or gender-affirming treatments?",0
6908795475810a88df1523fb,D22,2,No,"D22. Are there benefits available to LGBTQI employees, such as healthcare coverage for same-sex partners or gender-affirming treatments?",0
6908795475810a88df1523fc,D22,3,Don’t Know,"D22. Are there benefits available to LGBTQI employees, such as healthcare coverage for same-sex partners or gender-affirming treatments?",0
6908795475810a88df1523fd,D23,1,Yes ,"D23. Does your employer provide equal spousal or domestic partner benefits to all employees, regardless of gender or sexual orientation? ",0
6908795475810a88df1523fe,D23,2,No,"D23. Does your employer provide equal spousal or domestic partner benefits to all employees, regardless of gender or sexual orientation? ",0
6908795475810a88df1523ff,D23,3,Don’t Know,"D23. Does your employer provide equal spousal or domestic partner benefits to all employees, regardless of gender or sexual orientation? ",0
6908795475810a88df152400,D24,1,Yes,"D24. Does your organization provide wellbeing resources (financial, physical, emotional) or support systems that are tailored for LGBTQI employees? ",0
6908795475810a88df152401,D24,2,No,"D24. Does your organization provide wellbeing resources (financial, physical, emotional) or support systems that are tailored for LGBTQI employees? ",0
6908795475810a88df152402,D24,3,Don’t Know,"D24. Does your organization provide wellbeing resources (financial, physical, emotional) or support systems that are tailored for LGBTQI employees? ",0
6908795475810a88df152403,E1,1,Yes,E1. Were you required to provide details on Sexual Orientation and Gender Identity related information to access any financial products and services?,0
6908795475810a88df152404,E1,2,No,E1. Were you required to provide details on Sexual Orientation and Gender Identity related information to access any financial products and services?,0
6908795475810a88df152405,E1,3,Don’t know,E1. Were you required to provide details on Sexual Orientation and Gender Identity related information to access any financial products and services?,0
6908795475810a88df152406,E2,1,Sexual orientation,E2. What SOGI data were you asked to provide?,0
6908795475810a88df152407,E2,2,Gender identity,E2. What SOGI data were you asked to provide?,0
6908795475810a88df152408,E2,3,Both sexual orientation and gender identity,E2. What SOGI data were you asked to provide?,0
6908795475810a88df152409,E2,4,Other (Please specify),E2. What SOGI data were you asked to provide?,0
6908795475810a88df15240a,Q_86_S,1,Sexual orientation,E2. What SOGI data were you asked to provide?,0
6908795475810a88df15240b,Q_86_S,2,Gender identity,E2. What SOGI data were you asked to provide?,0
6908795475810a88df15240c,Q_86_S,3,Both sexual orientation and gender identity,E2. What SOGI data were you asked to provide?,0
6908795475810a88df15240d,Q_86_S,4,Other (Please specify),E2. What SOGI data were you asked to provide?,0
6908795475810a88df15240e,E3,1,Not at all comfortable,"E3. If there was a regulation for financial institutions to gather SOGI data to provide tailored services, how comfortable would you feel disclosing your sexual orientation or gender identity when dealing with financial institutions? ",0
6908795475810a88df15240f,E3,2,Slightly comfortable,"E3. If there was a regulation for financial institutions to gather SOGI data to provide tailored services, how comfortable would you feel disclosing your sexual orientation or gender identity when dealing with financial institutions? ",0
6908795475810a88df152410,E3,3,Moderately comfortable,"E3. If there was a regulation for financial institutions to gather SOGI data to provide tailored services, how comfortable would you feel disclosing your sexual orientation or gender identity when dealing with financial institutions? ",0
6908795475810a88df152411,E3,4,Very comfortable,"E3. If there was a regulation for financial institutions to gather SOGI data to provide tailored services, how comfortable would you feel disclosing your sexual orientation or gender identity when dealing with financial institutions? ",0
6908795475810a88df152412,E3,5,Extremely comfortable,"E3. If there was a regulation for financial institutions to gather SOGI data to provide tailored services, how comfortable would you feel disclosing your sexual orientation or gender identity when dealing with financial institutions? ",0
6908795475810a88df152413,E4,1,Concern about privacy and data security,E4. why do you say so?,0
6908795475810a88df152414,E4,2,Fear of discrimination or biased treatment,E4. why do you say so?,0
6908795475810a88df152415,E4,3,Other (Please specify),E4. why do you say so?,0
6908795475810a88df152416,Q_88_S,1,Concern about privacy and data security,E4. why do you say so?,0
6908795475810a88df152417,Q_88_S,2,Fear of discrimination or biased treatment,E4. why do you say so?,0
6908795475810a88df152418,Q_88_S,3,Other (Please specify),E4. why do you say so?,0
6908795475810a88df152419,T_F1_1,1,1 - Not Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15241a,T_F1_1,2,2 - Slightly Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15241b,T_F1_1,3,3 - Somewhat Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15241c,T_F1_1,4,4 - Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15241d,T_F1_1,5,5 - Very Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15241e,T_F1_1,6,98 - Can’t say,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15241f,T_F1_2,1,1 - Not Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152420,T_F1_2,2,2 - Slightly Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152421,T_F1_2,3,3 - Somewhat Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152422,T_F1_2,4,4 - Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152423,T_F1_2,5,5 - Very Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152424,T_F1_2,6,98 - Can’t say,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152425,T_F1_3,1,1 - Not Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152426,T_F1_3,2,2 - Slightly Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152427,T_F1_3,3,3 - Somewhat Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152428,T_F1_3,4,4 - Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152429,T_F1_3,5,5 - Very Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15242a,T_F1_3,6,98 - Can’t say,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15242b,T_F1_4,1,1 - Not Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15242c,T_F1_4,2,2 - Slightly Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15242d,T_F1_4,3,3 - Somewhat Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15242e,T_F1_4,4,4 - Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df15242f,T_F1_4,5,5 - Very Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152430,T_F1_4,6,98 - Can’t say,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152431,T_F1_5,1,1 - Not Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152432,T_F1_5,2,2 - Slightly Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152433,T_F1_5,3,3 - Somewhat Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152434,T_F1_5,4,4 - Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152435,T_F1_5,5,5 - Very Vulnerable,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152436,T_F1_5,6,98 - Can’t say,"F1. On a scale of 1 to 5, where 1 Not Vulnerable and 5 is Very Vulnerable, how vulnerable do you feel to the following?",0
6908795475810a88df152437,T_G1_1,1,1 - Do not trust at all,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152438,T_G1_1,2,2,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df152439,T_G1_1,3,3,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
6908795475810a88df15243a,T_G1_1,4,4,"G1. On a scale of 1 to 5, where 1 is do not trust at all and 5 is completely trust, how much do you trust the following financial institutions? ",0
